paragraphs/all/0/00202.jpg_p4.png;paragraphs/all/0/00202.jpg_p1.png;1
paragraphs/all/0/00032.jpg_p3.png;paragraphs/all/0/00041.jpg_p1.png;0
paragraphs/all/0/00135.jpg_p3.png;paragraphs/all/0_augmented/00138.jpg_p1_augmented.png;0
paragraphs/all/0/00272.jpg_p2.png;paragraphs/all/0_augmented/00272.jpg_p2_augmented.png;1
paragraphs/all/0/00322.jpg_p3.png;paragraphs/all/0_augmented/00322.jpg_p3_augmented.png;1
paragraphs/all/0/00414.jpg_p3.png;paragraphs/all/0_augmented/00414.jpg_p4_augmented.png;1
paragraphs/all/0/00041.jpg_p4.png;paragraphs/all/0/00045.jpg_p1.png;0
paragraphs/all/0/00068.jpg_p2.png;paragraphs/all/0/00068.jpg_p2.png;1
paragraphs/all/0/00401.jpg_p3.png;paragraphs/all/0_augmented/00401.jpg_p2_augmented.png;1
paragraphs/all/0/00034.jpg_p1.png;paragraphs/all/0_augmented/00034.jpg_p2_augmented.png;1
paragraphs/all/0/00060.jpg_p3.png;paragraphs/all/0_augmented/00060.jpg_p4_augmented.png;1
paragraphs/all/0/00053.jpg_p2.png;paragraphs/all/0/00053.jpg_p4.png;1
paragraphs/all/0/00368.jpg_p4.png;paragraphs/all/0_augmented/00368.jpg_p1_augmented.png;1
paragraphs/all/0/00139.jpg_p1.png;paragraphs/all/0/00143.jpg_p3.png;0
paragraphs/all/0/00204.jpg_p1.png;paragraphs/all/0/00215.jpg_p1.png;0
paragraphs/all/0/00133.jpg_p3.png;paragraphs/all/0_augmented/00138.jpg_p3_augmented.png;0
paragraphs/all/0/00063.jpg_p1.png;paragraphs/all/0_augmented/00063.jpg_p3_augmented.png;1
paragraphs/all/0/00260.jpg_p2.png;paragraphs/all/0_augmented/00264.jpg_p3_augmented.png;0
paragraphs/all/0/00082.jpg_p4.png;paragraphs/all/0_augmented/00083.jpg_p3_augmented.png;0
paragraphs/all/0/00376.jpg_p2.png;paragraphs/all/0_augmented/00379.jpg_p2_augmented.png;0
paragraphs/all/0/00030.jpg_p1.png;paragraphs/all/0/00030.jpg_p3.png;1
paragraphs/all/0/00403.jpg_p3.png;paragraphs/all/0/00403.jpg_p2.png;1
paragraphs/all/0/00319.jpg_p2.png;paragraphs/all/0_augmented/00323.jpg_p2_augmented.png;0
paragraphs/all/0/00257.jpg_p3.png;paragraphs/all/0/00259.jpg_p1.png;0
paragraphs/all/0/00278.jpg_p3.png;paragraphs/all/0_augmented/00278.jpg_p1_augmented.png;1
paragraphs/all/0/00269.jpg_p3.png;paragraphs/all/0/00270.jpg_p2.png;0
paragraphs/all/0/00401.jpg_p4.png;paragraphs/all/0/00404.jpg_p1.png;0
paragraphs/all/0/00144.jpg_p4.png;paragraphs/all/0/00144.jpg_p2.png;1
paragraphs/all/0/00373.jpg_p2.png;paragraphs/all/0_augmented/00373.jpg_p4_augmented.png;1
paragraphs/all/0/00082.jpg_p3.png;paragraphs/all/0_augmented/00088.jpg_p4_augmented.png;0
paragraphs/all/0/00046.jpg_p4.png;paragraphs/all/0_augmented/00046.jpg_p4_augmented.png;1
paragraphs/all/0/00228.jpg_p3.png;paragraphs/all/0_augmented/00244.jpg_p3_augmented.png;0
paragraphs/all/0/00344.jpg_p3.png;paragraphs/all/0_augmented/00344.jpg_p2_augmented.png;1
paragraphs/all/0/00138.jpg_p4.png;paragraphs/all/0/00139.jpg_p3.png;0
